dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,4.154990,5.466402,4.313063,1.021191,-0.287434,0.025577,5.089702
0.050000,4.173218,5.419471,4.363410,1.006940,-0.285009,0.048508,5.076054
0.050000,4.190566,5.372962,4.413049,0.992782,-0.283159,0.036996,5.062825
0.050000,4.207071,5.326893,4.461985,0.978723,-0.281195,0.039286,5.050005
0.050000,4.222765,5.281279,4.510224,0.964768,-0.279093,0.042037,5.037583
0.050000,4.237684,5.236134,4.557770,0.950925,-0.276863,0.044605,5.025548
0.050000,4.251859,5.191469,4.604630,0.937199,-0.274513,0.046993,5.013889
0.050000,4.265322,5.147297,4.650808,0.923564,-0.272713,0.036008,5.002596
0.050000,4.278103,5.103626,4.696311,0.910061,-0.270058,0.053098,4.991657
0.050000,4.290232,5.060466,4.741143,0.896634,-0.268531,0.030529,4.981062
0.050000,4.301737,5.017824,4.785310,0.883335,-0.265992,0.050786,4.970801
0.050000,4.312645,4.975707,4.828816,0.870138,-0.263941,0.041024,4.960862
0.050000,4.322983,4.934121,4.871669,0.857044,-0.261869,0.041427,4.951236
0.050000,4.332775,4.893071,4.913871,0.844038,-0.260116,0.035067,4.941913
0.050000,4.342047,4.852561,4.955427,0.831137,-0.258032,0.041683,4.932883
0.050000,4.350821,4.812596,4.996345,0.818342,-0.255893,0.042772,4.924136
0.050000,4.359119,4.773179,5.036626,0.805620,-0.254450,0.028873,4.915663
0.050000,4.366964,4.734313,5.076275,0.792995,-0.252491,0.039168,4.907455
0.050000,4.374375,4.696000,5.115298,0.780462,-0.250663,0.036572,4.899504
0.050000,4.381373,4.658243,5.153699,0.768009,-0.249065,0.031952,4.891802
0.050000,4.387976,4.621042,5.191481,0.755637,-0.247442,0.032461,4.884339
0.050000,4.394203,4.584400,5.228648,0.743347,-0.245793,0.032974,4.877108
0.050000,4.400070,4.548318,5.265204,0.731127,-0.244408,0.027699,4.870102
0.050000,4.405595,4.512796,5.301153,0.718972,-0.243094,0.026281,4.863314
0.050000,4.410795,4.477835,5.336498,0.706908,-0.241270,0.036476,4.856736
0.050000,4.415683,4.443436,5.371243,0.694893,-0.240298,0.019455,4.850362
0.050000,4.420274,4.409599,5.405390,0.682945,-0.238966,0.026641,4.844185
0.050000,4.424584,4.376324,5.438944,0.671068,-0.237537,0.028566,4.838199
0.050000,4.428625,4.343610,5.471906,0.659247,-0.236418,0.022378,4.832398
0.050000,4.432410,4.311458,5.504280,0.647484,-0.235276,0.022844,4.826776
0.050000,4.435952,4.279867,5.536069,0.635778,-0.234110,0.023318,4.821328
0.050000,4.439263,4.248837,5.567275,0.624125,-0.233053,0.021148,4.816049
0.050000,4.442354,4.218368,5.597901,0.612503,-0.232445,0.012164,4.810933
0.050000,4.445236,4.188458,5.627949,0.600969,-0.230692,0.035044,4.805975
0.050000,4.447919,4.159109,5.657421,0.589437,-0.230628,0.001289,4.801171
0.050000,4.450415,4.130317,5.686320,0.577988,-0.228987,0.032814,4.796516
0.050000,4.452731,4.102083,5.714649,0.566572,-0.228324,0.013260,4.792006
0.050000,4.454878,4.074408,5.742408,0.555178,-0.227878,0.008921,4.787638
0.050000,4.456865,4.047288,5.769600,0.543841,-0.226738,0.022798,4.783406
0.050000,4.458700,4.020725,5.796227,0.532542,-0.225969,0.015388,4.779307
0.050000,4.460391,3.994716,5.822290,0.521272,-0.225400,0.011377,4.775337
0.050000,4.461946,3.969262,5.847792,0.510034,-0.224770,0.012599,4.771494
0.050000,4.463373,3.944360,5.872734,0.498844,-0.223791,0.019580,4.767773
0.050000,4.464679,3.920011,5.897119,0.487685,-0.223187,0.012082,4.764172
0.050000,4.465871,3.896214,5.920945,0.476535,-0.222999,0.003750,4.760687
0.050000,4.466955,3.872967,5.944217,0.465440,-0.221901,0.021969,4.757316
0.050000,4.467939,3.850270,5.966936,0.454365,-0.221490,0.008230,4.754055
0.050000,4.468827,3.828123,5.989101,0.443300,-0.221306,0.003671,4.750902
0.050000,4.469626,3.806524,6.010715,0.432281,-0.220387,0.018371,4.747854
0.050000,4.470342,3.785472,6.031779,0.421282,-0.219972,0.008311,4.744910
0.050000,4.470980,3.764967,6.052294,0.410306,-0.219527,0.008893,4.742065
0.050000,4.471545,3.745007,6.072262,0.399353,-0.219054,0.009473,4.739320
0.050000,4.472042,3.725592,6.091683,0.388426,-0.218551,0.010050,4.736670
0.050000,4.472476,3.706722,6.110558,0.377503,-0.218449,0.002035,4.734114
0.050000,4.472852,3.688395,6.128889,0.366609,-0.217885,0.011283,4.731650
0.050000,4.473173,3.670610,6.146676,0.355754,-0.217091,0.015877,4.729277
0.050000,4.473445,3.653369,6.163920,0.344872,-0.217648,-0.011126,4.726992
0.050000,4.473670,3.636668,6.180623,0.334054,-0.216367,0.025608,4.724794
0.050000,4.473854,3.620508,6.196784,0.323227,-0.216541,-0.003483,4.722680
0.050000,4.473998,3.604888,6.212405,0.312413,-0.216273,0.005367,4.720650
0.050000,4.474108,3.589807,6.227486,0.301627,-0.215718,0.011094,4.718703
0.050000,4.474187,3.575264,6.242028,0.290851,-0.215513,0.004109,4.716835
0.050000,4.474236,3.561260,6.256033,0.280087,-0.215277,0.004710,4.715047
0.050000,4.474261,3.547793,6.269500,0.269337,-0.215012,0.005308,4.713337
0.050000,4.474262,3.534863,6.282430,0.258601,-0.214717,0.005903,4.711703
0.050000,4.474244,3.522469,6.294824,0.247881,-0.214392,0.006494,4.710145
0.050000,4.474209,3.510612,6.306681,0.237146,-0.214709,-0.006333,4.708661
0.050000,4.474158,3.499289,6.318004,0.226450,-0.213920,0.015767,4.707251
0.050000,4.474096,3.488502,6.328792,0.215759,-0.213827,0.001877,4.705913
0.050000,4.474023,3.478249,6.339045,0.205065,-0.213866,-0.000782,4.704647
0.050000,4.473942,3.468530,6.348764,0.194389,-0.213536,0.006593,4.703451
0.050000,4.473855,3.459343,6.357951,0.183731,-0.213160,0.007524,4.702325
0.050000,4.473763,3.450691,6.366604,0.173057,-0.213477,-0.006352,4.701268
0.050000,4.473669,3.442572,6.374724,0.162400,-0.213132,0.006914,4.700280
0.050000,4.473573,3.434984,6.382311,0.151755,-0.212892,0.004787,4.699359
0.050000,4.473478,3.427929,6.389367,0.141115,-0.212801,0.001817,4.698505
0.050000,4.473385,3.421406,6.395891,0.130481,-0.212681,0.002416,4.697718
0.050000,4.473295,3.415414,6.401884,0.119855,-0.212530,0.003013,4.696996
0.050000,4.473209,3.409954,6.407345,0.109219,-0.212719,-0.003782,4.696340
0.050000,4.473129,3.405025,6.412275,0.098594,-0.212493,0.004521,4.695749
0.050000,4.473054,3.400626,6.416674,0.087991,-0.212073,0.008405,4.695222
0.050000,4.472987,3.396758,6.420542,0.077364,-0.212537,-0.009288,4.694760
0.050000,4.472927,3.393407,6.423894,0.067030,-0.206676,0.117214,4.694360
0.050000,4.472875,3.390541,6.426760,0.057322,-0.194163,0.250263,4.694018
0.050000,4.472830,3.388122,6.429180,0.048400,-0.178426,0.314746,4.693730
0.050000,4.472793,3.386112,6.431191,0.040211,-0.163782,0.292880,4.693491
0.050000,4.472761,3.384473,6.432830,0.032789,-0.148455,0.306533,4.693296
0.050000,4.472736,3.383166,6.434137,0.026133,-0.133117,0.306759,4.693141
0.050000,4.472717,3.382155,6.435148,0.020232,-0.118017,0.302012,4.693021
0.050000,4.472702,3.381401,6.435903,0.015087,-0.102901,0.302322,4.692931
0.050000,4.472692,3.380866,6.436437,0.010698,-0.087773,0.302559,4.692868
0.050000,4.472685,3.380512,6.436791,0.007066,-0.072636,0.302731,4.692826
0.050000,4.472681,3.380303,6.437000,0.004192,-0.057494,0.302850,4.692801
0.050000,4.472679,3.380199,6.437104,0.002074,-0.042347,0.302925,4.692789
0.050000,4.472678,3.380164,6.437140,0.000714,-0.027199,0.302967,4.692784
0.050000,4.472678,3.380158,6.437145,0.000112,-0.012050,0.302985,4.692784
0.050000,4.472678,3.380158,6.437145,0.000000,-0.002238,0.196246,4.692784
